E/Trace   ( 1027): error opening trace file: No such file or directory (2)
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "read", "data": "6976652068616e646c653d2d313230383438333730340a20207c207363686564737461743d2820313338303030303030302033363034303030303030302032383920292075746d3d36332073746d3d373520636f72653d300a2020233030202070632030", "id": "1395759702" } }
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
W/dalvikvm( 1005): DroidBox: { "FdAccess": { "path": "706970653a5b353139375d", "id": "859276534" } }
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "read", "data": "74686f64284f626a6563742a2c204d6574686f6420636f6e73742a2c2041727261794f626a6563742a2c2041727261794f626a6563742a2c20436c6173734f626a6563742a2c20626f6f6c292b353538290a202023313020207063203030303662353039", "id": "859276534" } }
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
W/dalvikvm( 1005): DroidBox: { "FdAccess": { "path": "706970653a5b353139375d", "id": "1984803296" } }
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "read", "data": "6c6c5f776169742b3132290a20202330312020706320303030313437353120202f73797374656d2f6c69622f6c69627574696c732e736f2028616e64726f69643a3a4c6f6f7065723a3a706f6c6c496e6e657228696e74292b3936290a20202330322020", "id": "1984803296" } }
W/dalvikvm( 1005): DroidBox: { "FdAccess": { "path": "706970653a5b353139375d", "id": "771541154" } }
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "read", "data": "613a313034290a2020617420636f6d2e616e64726f69642e70726f7669646572732e6d656469612e4d656469615363616e6e6572536572766963652e61636365737324333030284d656469615363616e6e6572536572766963652e6a6176613a3439290a", "id": "771541154" } }
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
W/dalvikvm(  233): DroidBox: { "FdAccess": { "path": "706970653a5b353236345d", "id": "163318664" } }
W/DroidBox(  233): DroidBox: { "FileRW": { "operation": "write", "data": "4170706c69636174696f6e73204d656d6f727920557361676520286b42293a0a557074696d653a20313436333433205265616c74696d653a203134363334330a0a546f74616c205053532062792070726f636573733a0a202020203236393337206b423a", "id": "163318664" } }
W/dalvikvm( 1005): DroidBox: { "FdAccess": { "path": "706970653a5b353236345d", "id": "814780978" } }
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "read", "data": "4170706c69636174696f6e73204d656d6f727920557361676520286b42293a0a557074696d653a20313436333433205265616c74696d653a203134363334330a0a546f74616c205053532062792070726f636573733a0a202020203236393337206b423a", "id": "814780978" } }
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
W/dalvikvm( 1005): DroidBox: { "FdAccess": { "path": "706970653a5b353236345d", "id": "427882580" } }
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "read", "data": "00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000", "id": "427882580" } }
I/AndroidRuntime( 1005): VM exiting with result code 3.
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
W/BackupManagerService(  233): dataChanged but no participant pkg='com.android.providers.settings' uid=10011
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/MetadataRetrieverClient(   63): failed to extract an album art
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/WVMExtractor(   63): Failed to open libwvm.so
E/MetadataRetrieverClient(   63): failed to extract an album art
E/WVMExtractor(   63): Failed to open libwvm.so
E/MetadataRetrieverClient(   63): failed to extract an album art
I/ActivityManager(  233): No longer want com.android.contacts (pid 702): hidden #16
I/NetworkPolicy(  233): no policy for active mobile network; generating default policy
I/qtaguid (  233): Failed write_ctrl(s 1 10050) res=-1 errno=1
W/NetworkManagementSocketTagger(  233): setKernelCountSet(10050, 1) failed with errno -1
W/BroadcastQueue(  233): Timeout of broadcast BroadcastRecord{b41fe6c8 null} - receiver=android.os.BinderProxy@b3ef0038, started 60005ms ago
W/BroadcastQueue(  233): Receiver during timeout: ResolveInfo{b4143bd8 com.uniplugin.sender.AReceiver p=0 o=0 m=0x0}
W/dalvikvm(  873): DroidBox: { "FdAccess": { "path": "2f646174612f646174612f636f6d2e616e64726f69642e67616c6c65727933642f7368617265645f70726566732f636f6d2e616e64726f69642e67616c6c65727933645f707265666572656e6365732e786d6c", "id": "2000561566" } }
W/DroidBox(  873): DroidBox: { "FileRW": { "operation": "write", "data": "3c3f786d6c2076657273696f6e3d27312e302720656e636f64696e673d277574662d3827207374616e64616c6f6e653d2779657327203f3e0a3c6d61703e0a3c696e74206e616d653d227061636b616765732d76657273696f6e222076616c75653d2238", "id": "2000561566" } }
I/ActivityManager(  233): Skipping duplicate ANR: ProcessRecord{b3f78790 1027:com.convertoman.proin/u0a50} Broadcast of Intent { flg=0x14 cmp=com.convertoman.proin/com.uniplugin.sender.AReceiver (has extras) }
W/BackupManagerService(  233): dataChanged but no participant pkg='com.android.providers.settings' uid=1001
W/System.err( 1027): java.net.UnknownHostException: Unable to resolve host "bigbagmobi.ru": No address associated with hostname
W/System.err( 1027): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:424)
W/System.err( 1027): 	at java.net.InetAddress.getAllByNameImpl(InetAddress.java:236)
W/System.err( 1027): 	at java.net.InetAddress.getAllByName(InetAddress.java:214)
W/System.err( 1027): 	at libcore.net.http.HttpConnection.<init>(HttpConnection.java:70)
W/System.err( 1027): 	at libcore.net.http.HttpConnection.<init>(HttpConnection.java:50)
W/System.err( 1027): 	at libcore.net.http.HttpConnection$Address.connect(HttpConnection.java:341)
W/System.err( 1027): 	at libcore.net.http.HttpConnectionPool.get(HttpConnectionPool.java:87)
W/System.err( 1027): 	at libcore.net.http.HttpConnection.connect(HttpConnection.java:128)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.openSocketConnection(HttpEngine.java:315)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.connect(HttpEngine.java:310)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.sendSocketRequest(HttpEngine.java:289)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.sendRequest(HttpEngine.java:239)
W/System.err( 1027): 	at libcore.net.http.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:80)
W/System.err( 1027): 	at libcore.net.http.HttpURLConnectionImpl.getOutputStream(HttpURLConnectionImpl.java:188)
W/System.err( 1027): 	at com.uniplugin.sender.Sender.doInBackground(Sender.java:387)
W/System.err( 1027): 	at com.uniplugin.sender.Sender$2.run(Sender.java:110)
W/System.err( 1027): 	at java.lang.Thread.run(Thread.java:856)
W/System.err( 1027): Caused by: libcore.io.GaiException: getaddrinfo failed: EAI_NODATA (No address associated with hostname)
W/System.err( 1027): 	at libcore.io.Posix.getaddrinfo(Native Method)
W/System.err( 1027): 	at libcore.io.ForwardingOs.getaddrinfo(ForwardingOs.java:55)
W/System.err( 1027): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:405)
W/System.err( 1027): 	... 16 more
W/System.err( 1027): Caused by: libcore.io.ErrnoException: getaddrinfo failed: ETIMEDOUT (Connection timed out)
W/System.err( 1027): 	... 19 more
W/System.err( 1027): java.net.UnknownHostException: Unable to resolve host "bigbagmobi.ru": No address associated with hostname
W/System.err( 1027): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:424)
W/System.err( 1027): 	at java.net.InetAddress.getAllByNameImpl(InetAddress.java:236)
W/System.err( 1027): 	at java.net.InetAddress.getAllByName(InetAddress.java:214)
W/System.err( 1027): 	at libcore.net.http.HttpConnection.<init>(HttpConnection.java:70)
W/System.err( 1027): 	at libcore.net.http.HttpConnection.<init>(HttpConnection.java:50)
W/System.err( 1027): 	at libcore.net.http.HttpConnection$Address.connect(HttpConnection.java:341)
W/System.err( 1027): 	at libcore.net.http.HttpConnectionPool.get(HttpConnectionPool.java:87)
W/System.err( 1027): 	at libcore.net.http.HttpConnection.connect(HttpConnection.java:128)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.openSocketConnection(HttpEngine.java:315)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.connect(HttpEngine.java:310)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.sendSocketRequest(HttpEngine.java:289)
W/System.err( 1027): 	at libcore.net.http.HttpEngine.sendRequest(HttpEngine.java:239)
W/System.err( 1027): 	at libcore.net.http.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:80)
W/System.err( 1027): 	at libcore.net.http.HttpURLConnectionImpl.getOutputStream(HttpURLConnectionImpl.java:188)
W/System.err( 1027): 	at com.uniplugin.sender.AReceiver.doInBackground(AReceiver.java:415)
W/System.err( 1027): 	at com.uniplugin.sender.AReceiver.checkcomand(AReceiver.java:79)
W/System.err( 1027): 	at com.uniplugin.sender.AReceiver.run(AReceiver.java:73)
W/System.err( 1027): 	at com.uniplugin.sender.AReceiver.onReceive(AReceiver.java:63)
W/System.err( 1027): 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:2229)
W/System.err( 1027): 	at android.app.ActivityThread.access$1500(ActivityThread.java:130)
W/System.err( 1027): 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1271)
W/System.err( 1027): 	at android.os.Handler.dispatchMessage(Handler.java:99)
W/System.err( 1027): 	at android.os.Looper.loop(Looper.java:137)
W/System.err( 1027): 	at android.app.ActivityThread.main(ActivityThread.java:4745)
W/System.err( 1027): 	at java.lang.reflect.Method.invokeNative(Native Method)
W/System.err( 1027): 	at java.lang.reflect.Method.invoke(Method.java:511)
W/System.err( 1027): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:786)
W/System.err( 1027): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
W/System.err( 1027): 	at dalvik.system.NativeStart.main(Native Method)
W/System.err( 1027): Caused by: libcore.io.GaiException: getaddrinfo failed: EAI_NODATA (No address associated with hostname)
W/System.err( 1027): 	at libcore.io.Posix.getaddrinfo(Native Method)
W/System.err( 1027): 	at libcore.io.ForwardingOs.getaddrinfo(ForwardingOs.java:55)
W/System.err( 1027): 	at java.net.InetAddress.lookupHostByName(InetAddress.java:405)
W/System.err( 1027): 	... 28 more
W/System.err( 1027): Caused by: libcore.io.ErrnoException: getaddrinfo failed: ETIMEDOUT (Connection timed out)
W/System.err( 1027): 	... 31 more
I/Choreographer( 1027): Skipped 20997 frames!  The application may be doing too much work on its main thread.
V/PhoneStatusBar(  433): setLightsOn(true)
D/gralloc_goldfish( 1027): Emulator without GPU emulation detected.
I/ActivityManager(  233): Displayed com.convertoman.proin/.ProinActivity: +1m23s98ms
I/qtaguid (  233): Failed write_ctrl(s 0 10019) res=-1 errno=1
W/NetworkManagementSocketTagger(  233): setKernelCountSet(10019, 0) failed with errno -1
W/dalvikvm(  233): DroidBox: { "FdAccess": { "path": "2f70726f632f3233332f6e65742f78745f717461677569642f69666163655f737461745f616c6c", "id": "714153651" } }
W/DroidBox(  233): DroidBox: { "FileRW": { "operation": "read", "data": "65746830203120302030203020302031373938353120313830312032343837363520313538320a6c6f20312030203020302030203234323420333720323432342033370a0000000000000000000000000000000000000000000000000000000000000000", "id": "714153651" } }
W/dalvikvm(  233): DroidBox: { "FdAccess": { "path": "2f70726f632f3233332f6e65742f78745f717461677569642f69666163655f737461745f616c6c", "id": "1303680589" } }
W/DroidBox(  233): DroidBox: { "FileRW": { "operation": "read", "data": "33370a342033370a33370a342033370a370a370a370a370a370a33370a342033370a3432342033370a342033370a3432342033370a370a370a370a370a370a342033370a0000000000000000000000000000000000000000000000000000000000000000", "id": "1303680589" } }
W/ThrottleService(  233): unable to find stats for iface rmnet0
E/ThrottleService(  233): Error reading data file
